velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,250,250,1.0,0.0004523893421169302
7.25,250,250,1.0,0.0004523893421169302
7.5,250,250,1.0,0.0004523893421169302
7.75,250,250,1.0,0.0004523893421169302
8.0,250,250,1.0,0.0004523893421169302
8.25,250,250,1.0,0.0004523893421169302
8.5,250,250,1.0,0.0004523893421169302
8.75,250,250,1.0,0.0004523893421169302
9.0,250,250,1.0,0.0004523893421169302
9.25,250,250,1.0,0.0004523893421169302
9.5,250,250,1.0,0.0004523893421169302
9.75,250,250,1.0,0.0004523893421169302
10.0,250,250,1.0,0.0004523893421169302
10.25,249,250,0.996,0.0004505797847484625
10.5,248,250,0.992,0.00044877022737999474
10.75,248,250,0.992,0.00044877022737999474
11.0,248,250,0.992,0.00044877022737999474
11.25,248,250,0.992,0.00044877022737999474
11.5,247,250,0.988,0.00044696067001152704
11.75,247,250,0.988,0.00044696067001152704
12.0,247,250,0.988,0.00044696067001152704
12.25,247,250,0.988,0.00044696067001152704
12.5,247,250,0.988,0.00044696067001152704
12.75,246,250,0.984,0.0004451511126430593
13.0,245,250,0.98,0.0004433415552745916
13.25,244,250,0.976,0.0004415319979061239
13.5,241,250,0.964,0.0004361033258007207
13.75,239,250,0.956,0.0004324842110637852
14.0,238,250,0.952,0.0004306746536953175
14.25,238,250,0.952,0.0004306746536953175
14.5,238,250,0.952,0.0004306746536953175
14.75,233,250,0.932,0.00042162686685297897
15.0,233,250,0.932,0.00042162686685297897
15.25,231,250,0.924,0.0004180077521160435
15.5,228,250,0.912,0.00041257908001064036
15.75,225,250,0.9,0.0004071504079052372
16.0,225,250,0.9,0.0004071504079052372
16.25,223,250,0.892,0.00040353129316830175
16.5,223,250,0.892,0.00040353129316830175
16.75,221,250,0.884,0.0003999121784313663
17.0,220,250,0.88,0.0003981026210628986
17.25,217,250,0.868,0.0003926739489574954
17.5,214,250,0.856,0.00038724527685209223
17.75,214,250,0.856,0.00038724527685209223
18.0,212,250,0.848,0.0003836261621151568
18.25,211,250,0.844,0.0003818166047466891
18.5,210,250,0.84,0.0003800070473782214
18.75,208,250,0.832,0.0003763879326412859
19.0,205,250,0.82,0.0003709592605358827
19.25,205,250,0.82,0.0003709592605358827
19.5,205,250,0.82,0.0003709592605358827
19.75,200,250,0.8,0.00036191147369354416
20.0,198,250,0.792,0.00035829235895660876
20.25,193,250,0.772,0.00034924457211427015
20.5,191,250,0.764,0.0003456254573773347
20.75,191,250,0.764,0.0003456254573773347
21.0,184,250,0.736,0.00033295855579806063
21.25,180,250,0.72,0.0003257203263241897
21.5,176,250,0.704,0.00031848209685031887
21.75,168,250,0.672,0.0003040056379025771
22.0,167,250,0.668,0.0003021960805341094
22.25,163,250,0.652,0.0002949578510602385
22.5,162,250,0.648,0.0002931482936917708
22.75,158,250,0.632,0.0002859100642178999
