velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,249,250,0.996,0.0004505797847484625
7.0,249,250,0.996,0.0004505797847484625
7.25,249,250,0.996,0.0004505797847484625
7.5,249,250,0.996,0.0004505797847484625
7.75,249,250,0.996,0.0004505797847484625
8.0,247,250,0.988,0.00044696067001152704
8.25,244,250,0.976,0.0004415319979061239
8.5,242,250,0.968,0.00043791288316918843
8.75,239,250,0.956,0.0004324842110637852
9.0,233,250,0.932,0.00042162686685297897
9.25,228,250,0.912,0.00041257908001064036
9.5,222,250,0.888,0.000401721735799834
9.75,216,250,0.864,0.0003908643915890277
10.0,215,250,0.86,0.00038905483422056
10.25,211,250,0.844,0.0003818166047466891
10.5,204,250,0.816,0.000369149703167415
10.75,199,250,0.796,0.00036010191632507646
11.0,197,250,0.788,0.000356482801588141
11.25,191,250,0.764,0.0003456254573773347
11.5,184,250,0.736,0.00033295855579806063
11.75,182,250,0.728,0.0003293394410611252
12.0,174,250,0.696,0.0003148629821133834
12.25,168,250,0.672,0.0003040056379025771
12.5,166,250,0.664,0.00030038652316564165
12.75,156,250,0.624,0.00028229094948096443
13.0,150,250,0.6,0.0002714336052701581
13.25,147,250,0.588,0.00026600493316475496
13.5,143,250,0.572,0.00025876670369088406
13.75,138,250,0.552,0.0002497189168485455
14.0,129,250,0.516,0.00023343290053233598
14.25,126,250,0.504,0.00022800422842693283
14.5,124,250,0.496,0.00022438511368999737
14.75,119,250,0.476,0.00021533732684765876
15.0,118,250,0.472,0.00021352776947919104
15.25,111,250,0.444,0.000200860867899917
15.5,109,250,0.436,0.00019724175316298157
15.75,108,250,0.432,0.00019543219579451384
16.0,103,250,0.412,0.00018638440895217523
16.25,102,250,0.408,0.0001845748515837075
16.5,99,250,0.396,0.00017914617947830438
16.75,97,250,0.388,0.00017552706474136892
17.0,95,250,0.38,0.00017190795000443347
17.25,90,250,0.36,0.00016286016316209486
17.5,90,250,0.36,0.00016286016316209486
17.75,88,250,0.352,0.00015924104842515943
18.0,81,250,0.324,0.0001465741468458854
18.25,80,250,0.32,0.00014476458947741767
18.5,74,250,0.296,0.00013390724526661133
18.75,69,250,0.276,0.00012485945842427275
19.0,68,250,0.272,0.00012304990105580502
19.25,65,250,0.26,0.00011762122895040185
19.5,63,250,0.252,0.00011400211421346641
19.75,62,250,0.248,0.00011219255684499869
20.0,60,250,0.24,0.00010857344210806324
20.25,59,250,0.236,0.00010676388473959552
20.5,57,250,0.228,0.00010314477000266009
20.75,56,250,0.224,0.00010133521263419236
21.0,54,250,0.216,9.771609789725692e-05
21.25,54,250,0.216,9.771609789725692e-05
21.5,52,250,0.208,9.409698316032148e-05
21.75,52,250,0.208,9.409698316032148e-05
22.0,51,250,0.204,9.228742579185375e-05
22.25,48,250,0.192,8.68587536864506e-05
22.5,48,250,0.192,8.68587536864506e-05
22.75,46,250,0.184,8.323963894951516e-05
