velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,249,250,0.996,0.0004505797847484625
7.25,248,250,0.992,0.00044877022737999474
7.5,246,250,0.984,0.0004451511126430593
7.75,243,250,0.972,0.00043972244053765613
8.0,242,250,0.968,0.00043791288316918843
8.25,241,250,0.964,0.0004361033258007207
8.5,241,250,0.964,0.0004361033258007207
8.75,240,250,0.96,0.000434293768432253
9.0,236,250,0.944,0.00042705553895838207
9.25,233,250,0.932,0.00042162686685297897
9.5,230,250,0.92,0.0004161981947475758
9.75,228,250,0.912,0.00041257908001064036
10.0,227,250,0.908,0.00041076952264217266
10.25,224,250,0.896,0.00040534085053676945
10.5,217,250,0.868,0.0003926739489574954
10.75,212,250,0.848,0.0003836261621151568
11.0,209,250,0.836,0.0003781974900097536
11.25,207,250,0.828,0.00037457837527281817
11.5,201,250,0.804,0.0003637210310620119
11.75,197,250,0.788,0.000356482801588141
12.0,194,250,0.776,0.00035105412948273785
12.25,190,250,0.76,0.00034381590000886694
12.5,188,250,0.752,0.0003401967852719315
12.75,182,250,0.728,0.0003293394410611252
13.0,178,250,0.712,0.00032210121158725427
13.25,176,250,0.704,0.00031848209685031887
13.5,171,250,0.684,0.00030943431000798026
13.75,170,250,0.68,0.00030762475263951256
14.0,166,250,0.664,0.00030038652316564165
14.25,159,250,0.636,0.00028771962158636764
14.5,157,250,0.628,0.0002841005068494322
14.75,150,250,0.6,0.0002714336052701581
15.0,146,250,0.584,0.0002641953757962872
15.25,136,250,0.544,0.00024609980211161005
15.5,135,250,0.54,0.00024429024474314235
15.75,133,250,0.532,0.0002406711300062069
16.0,127,250,0.508,0.00022981378579540055
16.25,125,250,0.5,0.0002261946710584651
16.5,119,250,0.476,0.00021533732684765876
16.75,116,250,0.464,0.00020990865474225563
17.0,115,250,0.46,0.0002080990973737879
17.25,110,250,0.44,0.0001990513105314493
17.5,110,250,0.44,0.0001990513105314493
17.75,107,250,0.428,0.00019362263842604612
18.0,105,250,0.42,0.0001900035236891107
18.25,103,250,0.412,0.00018638440895217523
18.5,100,250,0.4,0.00018095573684677208
18.75,99,250,0.396,0.00017914617947830438
19.0,95,250,0.38,0.00017190795000443347
19.25,94,250,0.376,0.00017009839263596574
19.5,92,250,0.368,0.00016647927789903032
19.75,91,250,0.364,0.0001646697205305626
20.0,89,250,0.356,0.00016105060579362713
20.25,87,250,0.348,0.0001574314910566917
20.5,86,250,0.344,0.00015562193368822398
20.75,85,250,0.34,0.00015381237631975628
21.0,80,250,0.32,0.00014476458947741767
21.25,78,250,0.312,0.00014114547474048221
21.5,74,250,0.296,0.00013390724526661133
21.75,72,250,0.288,0.00013028813052967588
22.0,71,250,0.284,0.00012847857316120818
22.25,69,250,0.276,0.00012485945842427275
22.5,69,250,0.276,0.00012485945842427275
22.75,67,250,0.268,0.0001212403436873373
