velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,250,250,1.0,0.0004523893421169302
7.25,250,250,1.0,0.0004523893421169302
7.5,250,250,1.0,0.0004523893421169302
7.75,250,250,1.0,0.0004523893421169302
8.0,250,250,1.0,0.0004523893421169302
8.25,250,250,1.0,0.0004523893421169302
8.5,250,250,1.0,0.0004523893421169302
8.75,250,250,1.0,0.0004523893421169302
9.0,250,250,1.0,0.0004523893421169302
9.25,250,250,1.0,0.0004523893421169302
9.5,250,250,1.0,0.0004523893421169302
9.75,250,250,1.0,0.0004523893421169302
10.0,250,250,1.0,0.0004523893421169302
10.25,249,250,0.996,0.0004505797847484625
10.5,248,250,0.992,0.00044877022737999474
10.75,248,250,0.992,0.00044877022737999474
11.0,248,250,0.992,0.00044877022737999474
11.25,248,250,0.992,0.00044877022737999474
11.5,247,250,0.988,0.00044696067001152704
11.75,247,250,0.988,0.00044696067001152704
12.0,247,250,0.988,0.00044696067001152704
12.25,247,250,0.988,0.00044696067001152704
12.5,247,250,0.988,0.00044696067001152704
12.75,246,250,0.984,0.0004451511126430593
13.0,245,250,0.98,0.0004433415552745916
13.25,244,250,0.976,0.0004415319979061239
13.5,240,250,0.96,0.000434293768432253
13.75,239,250,0.956,0.0004324842110637852
14.0,238,250,0.952,0.0004306746536953175
14.25,238,250,0.952,0.0004306746536953175
14.5,238,250,0.952,0.0004306746536953175
14.75,233,250,0.932,0.00042162686685297897
15.0,233,250,0.932,0.00042162686685297897
15.25,230,250,0.92,0.0004161981947475758
15.5,225,250,0.9,0.0004071504079052372
15.75,225,250,0.9,0.0004071504079052372
16.0,224,250,0.896,0.00040534085053676945
16.25,223,250,0.892,0.00040353129316830175
16.5,222,250,0.888,0.000401721735799834
16.75,219,250,0.876,0.00039629306369443084
17.0,219,250,0.876,0.00039629306369443084
17.25,215,250,0.86,0.00038905483422056
17.5,214,250,0.856,0.00038724527685209223
17.75,213,250,0.852,0.00038543571948362453
18.0,212,250,0.848,0.0003836261621151568
18.25,211,250,0.844,0.0003818166047466891
18.5,209,250,0.836,0.0003781974900097536
18.75,206,250,0.824,0.00037276881790435047
19.0,205,250,0.82,0.0003709592605358827
19.25,205,250,0.82,0.0003709592605358827
19.5,203,250,0.812,0.00036734014579894737
19.75,198,250,0.792,0.00035829235895660876
20.0,197,250,0.788,0.000356482801588141
20.25,191,250,0.764,0.0003456254573773347
20.5,187,250,0.748,0.0003383872279034638
20.75,185,250,0.74,0.00033476811316652833
21.0,178,250,0.712,0.00032210121158725427
21.25,175,250,0.7,0.0003166725394818511
21.5,167,250,0.668,0.0003021960805341094
21.75,164,250,0.656,0.00029676740842870625
22.0,163,250,0.652,0.0002949578510602385
22.25,158,250,0.632,0.0002859100642178999
22.5,157,250,0.628,0.0002841005068494322
22.75,155,250,0.62,0.00028048139211249673
