velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,250,250,1.0,0.0004523893421169302
7.25,250,250,1.0,0.0004523893421169302
7.5,250,250,1.0,0.0004523893421169302
7.75,250,250,1.0,0.0004523893421169302
8.0,250,250,1.0,0.0004523893421169302
8.25,250,250,1.0,0.0004523893421169302
8.5,250,250,1.0,0.0004523893421169302
8.75,250,250,1.0,0.0004523893421169302
9.0,250,250,1.0,0.0004523893421169302
9.25,250,250,1.0,0.0004523893421169302
9.5,250,250,1.0,0.0004523893421169302
9.75,250,250,1.0,0.0004523893421169302
10.0,250,250,1.0,0.0004523893421169302
10.25,249,250,0.996,0.0004505797847484625
10.5,248,250,0.992,0.00044877022737999474
10.75,248,250,0.992,0.00044877022737999474
11.0,248,250,0.992,0.00044877022737999474
11.25,248,250,0.992,0.00044877022737999474
11.5,247,250,0.988,0.00044696067001152704
11.75,247,250,0.988,0.00044696067001152704
12.0,247,250,0.988,0.00044696067001152704
12.25,247,250,0.988,0.00044696067001152704
12.5,246,250,0.984,0.0004451511126430593
12.75,246,250,0.984,0.0004451511126430593
13.0,244,250,0.976,0.0004415319979061239
13.25,243,250,0.972,0.00043972244053765613
13.5,240,250,0.96,0.000434293768432253
13.75,238,250,0.952,0.0004306746536953175
14.0,238,250,0.952,0.0004306746536953175
14.25,238,250,0.952,0.0004306746536953175
14.5,236,250,0.944,0.00042705553895838207
14.75,233,250,0.932,0.00042162686685297897
15.0,231,250,0.924,0.0004180077521160435
15.25,229,250,0.916,0.00041438863737910806
15.5,225,250,0.9,0.0004071504079052372
15.75,225,250,0.9,0.0004071504079052372
16.0,224,250,0.896,0.00040534085053676945
16.25,223,250,0.892,0.00040353129316830175
16.5,221,250,0.884,0.0003999121784313663
16.75,219,250,0.876,0.00039629306369443084
17.0,218,250,0.872,0.00039448350632596314
17.25,214,250,0.856,0.00038724527685209223
17.5,214,250,0.856,0.00038724527685209223
17.75,213,250,0.852,0.00038543571948362453
18.0,212,250,0.848,0.0003836261621151568
18.25,211,250,0.844,0.0003818166047466891
18.5,207,250,0.828,0.00037457837527281817
18.75,206,250,0.824,0.00037276881790435047
19.0,205,250,0.82,0.0003709592605358827
19.25,203,250,0.812,0.00036734014579894737
19.5,202,250,0.808,0.0003655305884304796
19.75,196,250,0.784,0.0003546732442196733
20.0,195,250,0.78,0.00035286368685120555
20.25,189,250,0.756,0.00034200634264039924
20.5,185,250,0.74,0.00033476811316652833
20.75,183,250,0.732,0.0003311489984295929
21.0,178,250,0.712,0.00032210121158725427
21.25,171,250,0.684,0.00030943431000798026
21.5,166,250,0.664,0.00030038652316564165
21.75,163,250,0.652,0.0002949578510602385
22.0,161,250,0.644,0.00029133873632330304
22.25,157,250,0.628,0.0002841005068494322
22.5,155,250,0.62,0.00028048139211249673
22.75,149,250,0.596,0.00026962404790169036
