velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,250,250,1.0,0.0004523893421169302
7.25,250,250,1.0,0.0004523893421169302
7.5,250,250,1.0,0.0004523893421169302
7.75,250,250,1.0,0.0004523893421169302
8.0,250,250,1.0,0.0004523893421169302
8.25,250,250,1.0,0.0004523893421169302
8.5,250,250,1.0,0.0004523893421169302
8.75,250,250,1.0,0.0004523893421169302
9.0,250,250,1.0,0.0004523893421169302
9.25,250,250,1.0,0.0004523893421169302
9.5,250,250,1.0,0.0004523893421169302
9.75,248,250,0.992,0.00044877022737999474
10.0,248,250,0.992,0.00044877022737999474
10.25,248,250,0.992,0.00044877022737999474
10.5,247,250,0.988,0.00044696067001152704
10.75,247,250,0.988,0.00044696067001152704
11.0,246,250,0.984,0.0004451511126430593
11.25,246,250,0.984,0.0004451511126430593
11.5,245,250,0.98,0.0004433415552745916
11.75,243,250,0.972,0.00043972244053765613
12.0,242,250,0.968,0.00043791288316918843
12.25,240,250,0.96,0.000434293768432253
12.5,238,250,0.952,0.0004306746536953175
12.75,237,250,0.948,0.0004288650963268498
13.0,235,250,0.94,0.00042524598158991437
13.25,234,250,0.936,0.00042343642422144667
13.5,231,250,0.924,0.0004180077521160435
13.75,229,250,0.916,0.00041438863737910806
14.0,224,250,0.896,0.00040534085053676945
14.25,223,250,0.892,0.00040353129316830175
14.5,221,250,0.884,0.0003999121784313663
14.75,218,250,0.872,0.00039448350632596314
15.0,218,250,0.872,0.00039448350632596314
15.25,217,250,0.868,0.0003926739489574954
15.5,216,250,0.864,0.0003908643915890277
15.75,215,250,0.86,0.00038905483422056
16.0,207,250,0.828,0.00037457837527281817
16.25,206,250,0.824,0.00037276881790435047
16.5,201,250,0.804,0.0003637210310620119
16.75,197,250,0.788,0.000356482801588141
17.0,194,250,0.776,0.00035105412948273785
17.25,190,250,0.76,0.00034381590000886694
17.5,187,250,0.748,0.0003383872279034638
17.75,180,250,0.72,0.0003257203263241897
18.0,172,250,0.688,0.00031124386737644796
18.25,171,250,0.684,0.00030943431000798026
18.5,166,250,0.664,0.00030038652316564165
18.75,163,250,0.652,0.0002949578510602385
19.0,154,250,0.616,0.000278671834744029
19.25,149,250,0.596,0.00026962404790169036
19.5,145,250,0.58,0.0002623858184278195
19.75,144,250,0.576,0.00026057626105935176
20.0,141,250,0.564,0.0002551475889539486
20.25,139,250,0.556,0.0002515284742170132
20.5,137,250,0.548,0.00024790935948007775
20.75,132,250,0.528,0.00023886157263773916
21.0,129,250,0.516,0.00023343290053233598
21.25,129,250,0.516,0.00023343290053233598
21.5,128,250,0.512,0.00023162334316386825
21.75,124,250,0.496,0.00022438511368999737
22.0,122,250,0.488,0.00022076599895306194
22.25,119,250,0.476,0.00021533732684765876
22.5,118,250,0.472,0.00021352776947919104
22.75,115,250,0.46,0.0002080990973737879
