velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,249,250,0.996,0.0004505797847484625
4.75,249,250,0.996,0.0004505797847484625
5.0,249,250,0.996,0.0004505797847484625
5.25,249,250,0.996,0.0004505797847484625
5.5,249,250,0.996,0.0004505797847484625
5.75,248,250,0.992,0.00044877022737999474
6.0,244,250,0.976,0.0004415319979061239
6.25,242,250,0.968,0.00043791288316918843
6.5,241,250,0.964,0.0004361033258007207
6.75,237,250,0.948,0.0004288650963268498
7.0,231,250,0.924,0.0004180077521160435
7.25,228,250,0.912,0.00041257908001064036
7.5,224,250,0.896,0.00040534085053676945
7.75,215,250,0.86,0.00038905483422056
8.0,209,250,0.836,0.0003781974900097536
8.25,205,250,0.82,0.0003709592605358827
8.5,198,250,0.792,0.00035829235895660876
8.75,188,250,0.752,0.0003401967852719315
9.0,175,250,0.7,0.0003166725394818511
9.25,170,250,0.68,0.00030762475263951256
9.5,164,250,0.656,0.00029676740842870625
9.75,158,250,0.632,0.0002859100642178999
10.0,155,250,0.62,0.00028048139211249673
10.25,146,250,0.584,0.0002641953757962872
10.5,140,250,0.56,0.00025333803158548095
10.75,135,250,0.54,0.00024429024474314235
11.0,129,250,0.516,0.00023343290053233598
11.25,121,250,0.484,0.00021895644158459422
11.5,114,250,0.456,0.00020628954000532018
11.75,105,250,0.42,0.0001900035236891107
12.0,104,250,0.416,0.00018819396632064296
12.25,98,250,0.392,0.00017733662210983665
12.5,95,250,0.38,0.00017190795000443347
12.75,89,250,0.356,0.00016105060579362713
13.0,80,250,0.32,0.00014476458947741767
13.25,79,250,0.316,0.00014295503210894994
13.5,78,250,0.312,0.00014114547474048221
13.75,78,250,0.312,0.00014114547474048221
14.0,71,250,0.284,0.00012847857316120818
14.25,67,250,0.268,0.0001212403436873373
14.5,65,250,0.26,0.00011762122895040185
14.75,59,250,0.236,0.00010676388473959552
15.0,58,250,0.232,0.00010495432737112782
15.25,56,250,0.224,0.00010133521263419236
15.5,53,250,0.212,9.59065405287892e-05
15.75,53,250,0.212,9.59065405287892e-05
16.0,50,250,0.2,9.047786842338604e-05
16.25,49,250,0.196,8.866831105491833e-05
16.5,48,250,0.192,8.68587536864506e-05
16.75,46,250,0.184,8.323963894951516e-05
17.0,46,250,0.184,8.323963894951516e-05
17.25,46,250,0.184,8.323963894951516e-05
17.5,46,250,0.184,8.323963894951516e-05
17.75,45,250,0.18,8.143008158104743e-05
18.0,43,250,0.172,7.781096684411199e-05
18.25,41,250,0.164,7.419185210717656e-05
18.5,38,250,0.152,6.87631800017734e-05
18.75,38,250,0.152,6.87631800017734e-05
19.0,37,250,0.148,6.695362263330567e-05
19.25,37,250,0.148,6.695362263330567e-05
19.5,37,250,0.148,6.695362263330567e-05
19.75,36,250,0.144,6.514406526483794e-05
20.0,36,250,0.144,6.514406526483794e-05
20.25,35,250,0.14,6.333450789637024e-05
20.5,35,250,0.14,6.333450789637024e-05
20.75,34,250,0.136,6.152495052790251e-05
21.0,33,250,0.132,5.971539315943479e-05
21.25,32,250,0.128,5.7905835790967064e-05
21.5,32,250,0.128,5.7905835790967064e-05
21.75,29,250,0.116,5.247716368556391e-05
22.0,27,250,0.108,4.885804894862846e-05
22.25,25,250,0.1,4.523893421169302e-05
22.5,23,250,0.092,4.161981947475758e-05
22.75,22,250,0.088,3.981026210628986e-05
23.0,20,250,0.08,3.619114736935442e-05
23.25,19,250,0.076,3.43815900008867e-05
23.5,18,250,0.072,3.257203263241897e-05
23.75,16,250,0.064,2.8952917895483532e-05
24.0,15,250,0.06,2.714336052701581e-05
24.25,13,250,0.052,2.352424579008037e-05
24.5,12,250,0.048,2.171468842161265e-05
24.75,12,250,0.048,2.171468842161265e-05
25.0,12,250,0.048,2.171468842161265e-05
25.25,11,250,0.044,1.990513105314493e-05
25.5,10,250,0.04,1.809557368467721e-05
25.75,10,250,0.04,1.809557368467721e-05
26.0,9,250,0.036,1.6286016316209485e-05
26.25,8,250,0.032,1.4476458947741766e-05
26.5,5,250,0.02,9.047786842338604e-06
26.75,5,250,0.02,9.047786842338604e-06
27.0,5,250,0.02,9.047786842338604e-06
27.25,4,250,0.016,7.238229473870883e-06
27.5,4,250,0.016,7.238229473870883e-06
27.75,3,250,0.012,5.428672105403162e-06
28.0,2,250,0.008,3.6191147369354415e-06
28.25,1,250,0.004,1.8095573684677207e-06
28.5,1,250,0.004,1.8095573684677207e-06
28.75,1,250,0.004,1.8095573684677207e-06
29.0,1,250,0.004,1.8095573684677207e-06
29.25,1,250,0.004,1.8095573684677207e-06
29.5,1,250,0.004,1.8095573684677207e-06
29.75,0,250,0.0,0.0
30.0,0,250,0.0,0.0
