velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,250,250,1.0,0.0004523893421169302
7.25,250,250,1.0,0.0004523893421169302
7.5,250,250,1.0,0.0004523893421169302
7.75,250,250,1.0,0.0004523893421169302
8.0,250,250,1.0,0.0004523893421169302
8.25,250,250,1.0,0.0004523893421169302
8.5,250,250,1.0,0.0004523893421169302
8.75,250,250,1.0,0.0004523893421169302
9.0,248,250,0.992,0.00044877022737999474
9.25,248,250,0.992,0.00044877022737999474
9.5,248,250,0.992,0.00044877022737999474
9.75,248,250,0.992,0.00044877022737999474
10.0,248,250,0.992,0.00044877022737999474
10.25,247,250,0.988,0.00044696067001152704
10.5,246,250,0.984,0.0004451511126430593
10.75,246,250,0.984,0.0004451511126430593
11.0,243,250,0.972,0.00043972244053765613
11.25,243,250,0.972,0.00043972244053765613
11.5,242,250,0.968,0.00043791288316918843
11.75,240,250,0.96,0.000434293768432253
12.0,240,250,0.96,0.000434293768432253
12.25,237,250,0.948,0.0004288650963268498
12.5,236,250,0.944,0.00042705553895838207
12.75,234,250,0.936,0.00042343642422144667
13.0,232,250,0.928,0.00041981730948451127
13.25,232,250,0.928,0.00041981730948451127
13.5,227,250,0.908,0.00041076952264217266
13.75,226,250,0.904,0.0004089599652737049
14.0,224,250,0.896,0.00040534085053676945
14.25,220,250,0.88,0.0003981026210628986
14.5,218,250,0.872,0.00039448350632596314
14.75,216,250,0.864,0.0003908643915890277
15.0,215,250,0.86,0.00038905483422056
15.25,214,250,0.856,0.00038724527685209223
15.5,212,250,0.848,0.0003836261621151568
15.75,212,250,0.848,0.0003836261621151568
16.0,207,250,0.828,0.00037457837527281817
16.25,205,250,0.82,0.0003709592605358827
16.5,201,250,0.804,0.0003637210310620119
16.75,195,250,0.78,0.00035286368685120555
17.0,193,250,0.772,0.00034924457211427015
17.25,188,250,0.752,0.0003401967852719315
17.5,185,250,0.74,0.00033476811316652833
17.75,181,250,0.724,0.0003275298836926575
18.0,175,250,0.7,0.0003166725394818511
18.25,172,250,0.688,0.00031124386737644796
18.5,168,250,0.672,0.0003040056379025771
18.75,165,250,0.66,0.00029857696579717395
19.0,156,250,0.624,0.00028229094948096443
19.25,150,250,0.6,0.0002714336052701581
19.5,145,250,0.58,0.0002623858184278195
19.75,143,250,0.572,0.00025876670369088406
20.0,139,250,0.556,0.0002515284742170132
20.25,135,250,0.54,0.00024429024474314235
20.5,130,250,0.52,0.0002352424579008037
20.75,130,250,0.52,0.0002352424579008037
21.0,128,250,0.512,0.00023162334316386825
21.25,128,250,0.512,0.00023162334316386825
21.5,124,250,0.496,0.00022438511368999737
21.75,121,250,0.484,0.00021895644158459422
22.0,120,250,0.48,0.0002171468842161265
22.25,116,250,0.464,0.00020990865474225563
22.5,115,250,0.46,0.0002080990973737879
22.75,113,250,0.452,0.00020447998263685245
