velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,250,250,1.0,0.0004523893421169302
7.25,250,250,1.0,0.0004523893421169302
7.5,250,250,1.0,0.0004523893421169302
7.75,250,250,1.0,0.0004523893421169302
8.0,250,250,1.0,0.0004523893421169302
8.25,250,250,1.0,0.0004523893421169302
8.5,250,250,1.0,0.0004523893421169302
8.75,250,250,1.0,0.0004523893421169302
9.0,250,250,1.0,0.0004523893421169302
9.25,250,250,1.0,0.0004523893421169302
9.5,250,250,1.0,0.0004523893421169302
9.75,248,250,0.992,0.00044877022737999474
10.0,248,250,0.992,0.00044877022737999474
10.25,248,250,0.992,0.00044877022737999474
10.5,248,250,0.992,0.00044877022737999474
10.75,247,250,0.988,0.00044696067001152704
11.0,247,250,0.988,0.00044696067001152704
11.25,246,250,0.984,0.0004451511126430593
11.5,246,250,0.984,0.0004451511126430593
11.75,243,250,0.972,0.00043972244053765613
12.0,243,250,0.972,0.00043972244053765613
12.25,242,250,0.968,0.00043791288316918843
12.5,239,250,0.956,0.0004324842110637852
12.75,238,250,0.952,0.0004306746536953175
13.0,237,250,0.948,0.0004288650963268498
13.25,236,250,0.944,0.00042705553895838207
13.5,232,250,0.928,0.00041981730948451127
13.75,231,250,0.924,0.0004180077521160435
14.0,228,250,0.912,0.00041257908001064036
14.25,225,250,0.9,0.0004071504079052372
14.5,223,250,0.892,0.00040353129316830175
14.75,219,250,0.876,0.00039629306369443084
15.0,218,250,0.872,0.00039448350632596314
15.25,217,250,0.868,0.0003926739489574954
15.5,216,250,0.864,0.0003908643915890277
15.75,216,250,0.864,0.0003908643915890277
16.0,214,250,0.856,0.00038724527685209223
16.25,211,250,0.844,0.0003818166047466891
16.5,205,250,0.82,0.0003709592605358827
16.75,201,250,0.804,0.0003637210310620119
17.0,200,250,0.8,0.00036191147369354416
17.25,196,250,0.784,0.0003546732442196733
17.5,192,250,0.768,0.0003474350147458024
17.75,185,250,0.74,0.00033476811316652833
18.0,180,250,0.72,0.0003257203263241897
18.25,177,250,0.708,0.00032029165421878657
18.5,172,250,0.688,0.00031124386737644796
18.75,167,250,0.668,0.0003021960805341094
19.0,163,250,0.652,0.0002949578510602385
19.25,155,250,0.62,0.00028048139211249673
19.5,151,250,0.604,0.0002732431626386258
19.75,148,250,0.592,0.00026781449053322266
20.0,145,250,0.58,0.0002623858184278195
20.25,140,250,0.56,0.00025333803158548095
20.5,139,250,0.556,0.0002515284742170132
20.75,136,250,0.544,0.00024609980211161005
21.0,134,250,0.536,0.0002424806873746746
21.25,132,250,0.528,0.00023886157263773916
21.5,130,250,0.52,0.0002352424579008037
21.75,129,250,0.516,0.00023343290053233598
22.0,127,250,0.508,0.00022981378579540055
22.25,124,250,0.496,0.00022438511368999737
22.5,124,250,0.496,0.00022438511368999737
22.75,121,250,0.484,0.00021895644158459422
