velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,250,250,1.0,0.0004523893421169302
7.25,250,250,1.0,0.0004523893421169302
7.5,250,250,1.0,0.0004523893421169302
7.75,250,250,1.0,0.0004523893421169302
8.0,250,250,1.0,0.0004523893421169302
8.25,250,250,1.0,0.0004523893421169302
8.5,250,250,1.0,0.0004523893421169302
8.75,250,250,1.0,0.0004523893421169302
9.0,250,250,1.0,0.0004523893421169302
9.25,250,250,1.0,0.0004523893421169302
9.5,250,250,1.0,0.0004523893421169302
9.75,250,250,1.0,0.0004523893421169302
10.0,250,250,1.0,0.0004523893421169302
10.25,250,250,1.0,0.0004523893421169302
10.5,250,250,1.0,0.0004523893421169302
10.75,250,250,1.0,0.0004523893421169302
11.0,250,250,1.0,0.0004523893421169302
11.25,250,250,1.0,0.0004523893421169302
11.5,250,250,1.0,0.0004523893421169302
11.75,250,250,1.0,0.0004523893421169302
12.0,250,250,1.0,0.0004523893421169302
12.25,250,250,1.0,0.0004523893421169302
12.5,250,250,1.0,0.0004523893421169302
12.75,250,250,1.0,0.0004523893421169302
13.0,250,250,1.0,0.0004523893421169302
13.25,250,250,1.0,0.0004523893421169302
13.5,249,250,0.996,0.0004505797847484625
13.75,249,250,0.996,0.0004505797847484625
14.0,249,250,0.996,0.0004505797847484625
14.25,249,250,0.996,0.0004505797847484625
14.5,249,250,0.996,0.0004505797847484625
14.75,248,250,0.992,0.00044877022737999474
15.0,248,250,0.992,0.00044877022737999474
15.25,248,250,0.992,0.00044877022737999474
15.5,248,250,0.992,0.00044877022737999474
15.75,248,250,0.992,0.00044877022737999474
16.0,248,250,0.992,0.00044877022737999474
16.25,248,250,0.992,0.00044877022737999474
16.5,248,250,0.992,0.00044877022737999474
16.75,247,250,0.988,0.00044696067001152704
17.0,246,250,0.984,0.0004451511126430593
17.25,245,250,0.98,0.0004433415552745916
17.5,245,250,0.98,0.0004433415552745916
17.75,244,250,0.976,0.0004415319979061239
18.0,244,250,0.976,0.0004415319979061239
18.25,242,250,0.968,0.00043791288316918843
18.5,242,250,0.968,0.00043791288316918843
18.75,242,250,0.968,0.00043791288316918843
19.0,239,250,0.956,0.0004324842110637852
19.25,236,250,0.944,0.00042705553895838207
19.5,234,250,0.936,0.00042343642422144667
19.75,233,250,0.932,0.00042162686685297897
20.0,233,250,0.932,0.00042162686685297897
20.25,231,250,0.924,0.0004180077521160435
20.5,231,250,0.924,0.0004180077521160435
20.75,231,250,0.924,0.0004180077521160435
21.0,230,250,0.92,0.0004161981947475758
21.25,228,250,0.912,0.00041257908001064036
21.5,226,250,0.904,0.0004089599652737049
21.75,221,250,0.884,0.0003999121784313663
22.0,220,250,0.88,0.0003981026210628986
22.25,213,250,0.852,0.00038543571948362453
22.5,212,250,0.848,0.0003836261621151568
22.75,212,250,0.848,0.0003836261621151568
