velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,249,250,0.996,0.0004505797847484625
2.0,249,250,0.996,0.0004505797847484625
2.25,249,250,0.996,0.0004505797847484625
2.5,249,250,0.996,0.0004505797847484625
2.75,247,250,0.988,0.00044696067001152704
3.0,247,250,0.988,0.00044696067001152704
3.25,244,250,0.976,0.0004415319979061239
3.5,244,250,0.976,0.0004415319979061239
3.75,244,250,0.976,0.0004415319979061239
4.0,244,250,0.976,0.0004415319979061239
4.25,244,250,0.976,0.0004415319979061239
4.5,241,250,0.964,0.0004361033258007207
4.75,238,250,0.952,0.0004306746536953175
5.0,236,250,0.944,0.00042705553895838207
5.25,222,250,0.888,0.000401721735799834
5.5,217,250,0.868,0.0003926739489574954
5.75,215,250,0.86,0.00038905483422056
6.0,214,250,0.856,0.00038724527685209223
6.25,211,250,0.844,0.0003818166047466891
6.5,207,250,0.828,0.00037457837527281817
6.75,201,250,0.804,0.0003637210310620119
7.0,194,250,0.776,0.00035105412948273785
7.25,190,250,0.76,0.00034381590000886694
7.5,187,250,0.748,0.0003383872279034638
7.75,180,250,0.72,0.0003257203263241897
8.0,174,250,0.696,0.0003148629821133834
8.25,166,250,0.664,0.00030038652316564165
8.5,162,250,0.648,0.0002931482936917708
8.75,158,250,0.632,0.0002859100642178999
9.0,152,250,0.608,0.0002750527200070936
9.25,145,250,0.58,0.0002623858184278195
9.5,139,250,0.556,0.0002515284742170132
9.75,134,250,0.536,0.0002424806873746746
10.0,132,250,0.528,0.00023886157263773916
10.25,129,250,0.516,0.00023343290053233598
10.5,123,250,0.492,0.00022257555632152964
10.75,119,250,0.476,0.00021533732684765876
11.0,108,250,0.432,0.00019543219579451384
11.25,108,250,0.432,0.00019543219579451384
11.5,105,250,0.42,0.0001900035236891107
11.75,98,250,0.392,0.00017733662210983665
12.0,92,250,0.368,0.00016647927789903032
12.25,86,250,0.344,0.00015562193368822398
12.5,85,250,0.34,0.00015381237631975628
12.75,83,250,0.332,0.00015019326158282082
13.0,81,250,0.324,0.0001465741468458854
13.25,80,250,0.32,0.00014476458947741767
13.5,79,250,0.316,0.00014295503210894994
13.75,76,250,0.304,0.0001375263600035468
14.0,74,250,0.296,0.00013390724526661133
14.25,71,250,0.284,0.00012847857316120818
14.5,68,250,0.272,0.00012304990105580502
14.75,65,250,0.26,0.00011762122895040185
15.0,63,250,0.252,0.00011400211421346641
15.25,61,250,0.244,0.00011038299947653097
15.5,58,250,0.232,0.00010495432737112782
15.75,56,250,0.224,0.00010133521263419236
16.0,52,250,0.208,9.409698316032148e-05
16.25,50,250,0.2,9.047786842338604e-05
16.5,50,250,0.2,9.047786842338604e-05
16.75,49,250,0.196,8.866831105491833e-05
17.0,48,250,0.192,8.68587536864506e-05
17.25,47,250,0.188,8.504919631798287e-05
17.5,45,250,0.18,8.143008158104743e-05
17.75,45,250,0.18,8.143008158104743e-05
18.0,41,250,0.164,7.419185210717656e-05
18.25,41,250,0.164,7.419185210717656e-05
18.5,40,250,0.16,7.238229473870883e-05
18.75,40,250,0.16,7.238229473870883e-05
19.0,40,250,0.16,7.238229473870883e-05
19.25,39,250,0.156,7.057273737024111e-05
19.5,38,250,0.152,6.87631800017734e-05
19.75,38,250,0.152,6.87631800017734e-05
20.0,38,250,0.152,6.87631800017734e-05
20.25,37,250,0.148,6.695362263330567e-05
20.5,37,250,0.148,6.695362263330567e-05
20.75,37,250,0.148,6.695362263330567e-05
21.0,37,250,0.148,6.695362263330567e-05
21.25,37,250,0.148,6.695362263330567e-05
21.5,35,250,0.14,6.333450789637024e-05
21.75,35,250,0.14,6.333450789637024e-05
22.0,35,250,0.14,6.333450789637024e-05
22.25,35,250,0.14,6.333450789637024e-05
22.5,35,250,0.14,6.333450789637024e-05
