velocity_m_per_s,captured_count,launched_count,capture_fraction,capture_cross_section_m2
0.0,250,250,1.0,0.0004523893421169302
0.25,250,250,1.0,0.0004523893421169302
0.5,250,250,1.0,0.0004523893421169302
0.75,250,250,1.0,0.0004523893421169302
1.0,250,250,1.0,0.0004523893421169302
1.25,250,250,1.0,0.0004523893421169302
1.5,250,250,1.0,0.0004523893421169302
1.75,250,250,1.0,0.0004523893421169302
2.0,250,250,1.0,0.0004523893421169302
2.25,250,250,1.0,0.0004523893421169302
2.5,250,250,1.0,0.0004523893421169302
2.75,250,250,1.0,0.0004523893421169302
3.0,250,250,1.0,0.0004523893421169302
3.25,250,250,1.0,0.0004523893421169302
3.5,250,250,1.0,0.0004523893421169302
3.75,250,250,1.0,0.0004523893421169302
4.0,250,250,1.0,0.0004523893421169302
4.25,250,250,1.0,0.0004523893421169302
4.5,250,250,1.0,0.0004523893421169302
4.75,250,250,1.0,0.0004523893421169302
5.0,250,250,1.0,0.0004523893421169302
5.25,250,250,1.0,0.0004523893421169302
5.5,250,250,1.0,0.0004523893421169302
5.75,250,250,1.0,0.0004523893421169302
6.0,250,250,1.0,0.0004523893421169302
6.25,250,250,1.0,0.0004523893421169302
6.5,250,250,1.0,0.0004523893421169302
6.75,250,250,1.0,0.0004523893421169302
7.0,250,250,1.0,0.0004523893421169302
7.25,250,250,1.0,0.0004523893421169302
7.5,250,250,1.0,0.0004523893421169302
7.75,250,250,1.0,0.0004523893421169302
8.0,250,250,1.0,0.0004523893421169302
8.25,250,250,1.0,0.0004523893421169302
8.5,250,250,1.0,0.0004523893421169302
8.75,250,250,1.0,0.0004523893421169302
9.0,250,250,1.0,0.0004523893421169302
9.25,250,250,1.0,0.0004523893421169302
9.5,250,250,1.0,0.0004523893421169302
9.75,250,250,1.0,0.0004523893421169302
10.0,250,250,1.0,0.0004523893421169302
10.25,249,250,0.996,0.0004505797847484625
10.5,248,250,0.992,0.00044877022737999474
10.75,248,250,0.992,0.00044877022737999474
11.0,248,250,0.992,0.00044877022737999474
11.25,248,250,0.992,0.00044877022737999474
11.5,247,250,0.988,0.00044696067001152704
11.75,247,250,0.988,0.00044696067001152704
12.0,247,250,0.988,0.00044696067001152704
12.25,246,250,0.984,0.0004451511126430593
12.5,246,250,0.984,0.0004451511126430593
12.75,245,250,0.98,0.0004433415552745916
13.0,243,250,0.972,0.00043972244053765613
13.25,241,250,0.964,0.0004361033258007207
13.5,238,250,0.952,0.0004306746536953175
13.75,238,250,0.952,0.0004306746536953175
14.0,238,250,0.952,0.0004306746536953175
14.25,235,250,0.94,0.00042524598158991437
14.5,233,250,0.932,0.00042162686685297897
14.75,231,250,0.924,0.0004180077521160435
15.0,230,250,0.92,0.0004161981947475758
15.25,226,250,0.904,0.0004089599652737049
15.5,225,250,0.9,0.0004071504079052372
15.75,224,250,0.896,0.00040534085053676945
16.0,223,250,0.892,0.00040353129316830175
16.25,221,250,0.884,0.0003999121784313663
16.5,220,250,0.88,0.0003981026210628986
16.75,216,250,0.864,0.0003908643915890277
17.0,215,250,0.86,0.00038905483422056
17.25,214,250,0.856,0.00038724527685209223
17.5,214,250,0.856,0.00038724527685209223
17.75,212,250,0.848,0.0003836261621151568
18.0,207,250,0.828,0.00037457837527281817
18.25,207,250,0.828,0.00037457837527281817
18.5,206,250,0.824,0.00037276881790435047
18.75,204,250,0.816,0.000369149703167415
19.0,202,250,0.808,0.0003655305884304796
19.25,196,250,0.784,0.0003546732442196733
19.5,193,250,0.772,0.00034924457211427015
19.75,191,250,0.764,0.0003456254573773347
20.0,189,250,0.756,0.00034200634264039924
20.25,184,250,0.736,0.00033295855579806063
20.5,177,250,0.708,0.00032029165421878657
20.75,173,250,0.692,0.00031305342474491566
21.0,169,250,0.676,0.00030581519527104486
21.25,166,250,0.664,0.00030038652316564165
21.5,158,250,0.632,0.0002859100642178999
21.75,155,250,0.62,0.00028048139211249673
22.0,153,250,0.612,0.0002768622773755613
22.25,150,250,0.6,0.0002714336052701581
22.5,147,250,0.588,0.00026600493316475496
22.75,146,250,0.584,0.0002641953757962872
